,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
17588,212500,0.153,0.841,0.7979999999999999,3.33e-06,1,0.0618,-4.206,0,0.2289999999999999,95.948,4,0.591
6331,222000,0.00707,0.5329999999999999,0.958,0.0614,8,0.11,-3.909,1,0.0569,160.05100000000002,4,0.295
10106,205714,0.00187,0.461,0.914,0.214,6,0.0728,-3.856,1,0.0389,174.987,4,0.185
841,199666,0.0308,0.5670000000000001,0.943,0.0966,6,0.544,-7.992000000000001,0,0.0387,128.207,4,0.965
1336,187653,0.843,0.487,0.408,0.0,8,0.105,-9.655,1,0.0436,78.82600000000001,4,0.351
10260,160304,0.0249,0.75,0.8909999999999999,6.48e-06,9,0.0569,-3.738,1,0.2269999999999999,128.065,4,0.5529999999999999
5148,186800,0.386,0.731,0.465,0.0,2,0.0854,-8.133,1,0.03,120.877,4,0.519
9225,246173,0.1169999999999999,0.8540000000000001,0.58,0.00471,1,0.0921,-10.008,1,0.217,162.116,4,0.7
4888,180640,0.0107,0.579,0.957,0.158,4,0.263,-2.94,1,0.0521,123.993,4,0.515
2582,236400,0.772,0.457,0.4039999999999999,0.782,0,0.78,-9.1,1,0.0598,128.01,4,0.479
15082,303366,0.0164,0.64,0.763,0.209,6,0.3379999999999999,-8.21,0,0.042,125.01,4,0.442
10605,208967,0.579,0.612,0.6940000000000001,0.0,2,0.0914,-7.362999999999999,1,0.0514,103.031,4,0.564
1572,266600,0.0215,0.46,0.7859999999999999,0.0,1,0.133,-5.238,1,0.038,103.192,4,0.408
9803,208253,0.0079,0.6920000000000001,0.8440000000000001,2.98e-05,7,0.6579999999999999,-4.347,1,0.0405,153.967,4,0.679
10409,163404,0.1969999999999999,0.482,0.657,0.0,4,0.162,-8.305,1,0.3279999999999999,94.043,4,0.314
7466,116680,0.128,0.7759999999999999,0.608,0.0,10,0.0932,-6.478,0,0.104,156.025,4,0.402
16793,177000,0.0002819999999999,0.908,0.621,5.39e-05,1,0.0958,-6.638,0,0.102,150.011,4,0.421
14468,217200,0.144,0.847,0.674,1.42e-05,1,0.0842,-5.836,0,0.0896,137.035,4,0.8029999999999999
10698,189240,0.667,0.528,0.288,0.0,0,0.113,-8.607999999999999,0,0.0262,95.389,4,0.294
7388,197680,0.11,0.684,0.612,0.0,4,0.331,-6.007000000000001,0,0.289,77.495,4,0.295
4912,239936,0.37,0.581,0.439,0.0,11,0.092,-5.817,1,0.0273,140.161,4,0.324
3199,230626,0.8590000000000001,0.526,0.508,0.0729,8,0.126,-8.642999999999999,1,0.0289999999999999,112.012,4,0.43
3698,241186,0.0402,0.8540000000000001,0.7090000000000001,0.0,10,0.0901,-5.214,0,0.105,129.929,4,0.4029999999999999
10526,244000,0.442,0.594,0.703,0.000121,2,0.0579999999999999,-3.105,1,0.0484,119.701,4,0.924
12270,235746,0.057,0.7929999999999999,0.574,0.0008359999999999,4,0.0864,-5.666,0,0.0338,114.014,4,0.4
17094,158783,0.0173,0.895,0.7659999999999999,0.0,10,0.0975,-4.93,0,0.307,81.483,4,0.416
2074,175693,0.62,0.715,0.423,0.0,7,0.568,-12.663,0,0.0306,98.623,4,0.596
16439,135535,0.0186,0.655,0.498,4.47e-06,9,0.139,-13.147,1,0.0479,162.861,4,0.508
2670,174200,0.000121,0.579,0.685,3.16e-05,11,0.166,-6.058,1,0.026,95.187,4,0.679
7493,225893,0.247,0.888,0.515,0.0,1,0.446,-6.246,1,0.271,141.009,4,0.264
1350,159172,0.937,0.585,0.132,0.0,9,0.106,-12.731,1,0.0751,151.968,4,0.4539999999999999
2376,173026,0.1009999999999999,0.768,0.8640000000000001,0.0,11,0.162,-6.145,1,0.0324,110.008,4,0.8909999999999999
17980,256693,0.0639,0.742,0.945,0.165,5,0.131,-6.445,1,0.0428,112.977,4,0.742
10867,277720,0.0126,0.519,0.8079999999999999,0.0,10,0.105,-4.097,1,0.0383,107.505,4,0.251
822,286666,0.6579999999999999,0.787,0.517,1.07e-05,7,0.292,-12.794,1,0.0332,108.186,4,0.885
3915,171720,0.826,0.6679999999999999,0.431,0.00158,5,0.151,-9.39,1,0.0304,113.667,1,0.779
3401,203769,0.00214,0.616,0.892,0.000186,4,0.2269999999999999,-4.688,0,0.0462,129.991,4,0.235
4996,148733,0.773,0.755,0.523,0.00113,7,0.191,-12.045,1,0.165,126.734,4,0.883
12894,210826,0.000448,0.527,0.975,0.0431,5,0.372,-4.524,0,0.0827,100.055,4,0.581
15314,223426,0.491,0.67,0.738,8.12e-06,2,0.0416,-5.994,1,0.0706,110.272,4,0.897
13216,196545,0.878,0.46,0.59,0.0,3,0.23,-12.732,0,0.0346,154.924,3,0.962
13807,216520,0.0192,0.7170000000000001,0.5870000000000001,0.0,4,0.0523,-7.296,0,0.0339,129.954,4,0.544
13706,201660,0.297,0.752,0.488,9.11e-06,6,0.0936,-7.05,1,0.0705,136.041,4,0.5329999999999999
14474,174320,0.0479,0.8320000000000001,0.485,0.0,1,0.111,-4.521,1,0.086,136.039,4,0.0721
8167,176658,0.0166,0.527,0.835,0.0,6,0.249,-5.297999999999999,1,0.0433,125.983,4,0.654
1124,193613,0.000552,0.214,0.947,0.00352,4,0.238,-5.053,1,0.0507,170.616,4,0.483
16786,215866,0.0671,0.755,0.8270000000000001,0.0,0,0.3289999999999999,-6.803,1,0.114,142.122,4,0.797
12748,190720,0.0786,0.62,0.667,0.0,1,0.0654,-4.971,0,0.22,136.119,4,0.2739999999999999
4081,211539,0.00715,0.8290000000000001,0.56,0.0,2,0.0942,-8.203,1,0.1939999999999999,100.863,4,0.505
5801,244641,0.233,0.5329999999999999,0.291,0.204,7,0.0894,-11.5,1,0.036,120.74,4,0.198
6864,173893,0.677,0.6759999999999999,0.245,0.0,0,0.319,-14.27,1,0.0299,86.338,4,0.532
6874,181169,0.2269999999999999,0.6409999999999999,0.763,0.000394,10,0.0831,-6.461,0,0.0474,133.256,4,0.86
13034,227999,0.3389999999999999,0.882,0.7290000000000001,0.0009939999999999,4,0.301,-5.093999999999999,0,0.23,100.006,4,0.477
10969,168974,0.8490000000000001,0.472,0.357,0.115,0,0.255,-10.09,1,0.0328,121.89,4,0.0532
7509,196613,0.0273,0.765,0.421,1.5e-05,10,0.126,-12.2,1,0.406,127.129,4,0.193
15328,198160,0.7609999999999999,0.685,0.747,0.0324,8,0.0994,-6.851,1,0.0485,96.405,4,0.902
17985,215107,0.0126,0.5539999999999999,0.768,7.13e-06,6,0.122,-5.812,0,0.127,99.679,4,0.324
1941,231920,0.0066599999999999,0.745,0.466,0.35,4,0.272,-7.62,0,0.0864,123.889,4,0.303
227,212000,0.0854,0.748,0.835,1.97e-06,7,0.0365,-5.731,1,0.0351,142.942,4,0.8959999999999999
15618,255000,0.0903,0.691,0.963,0.0672,9,0.0426,-3.279,1,0.156,128.018,4,0.1989999999999999
17086,178760,0.417,0.812,0.5770000000000001,0.0,8,0.109,-6.132999999999999,0,0.366,150.043,4,0.469
16994,198146,0.904,0.363,0.129,1.52e-06,0,0.157,-14.304,1,0.0322,80.367,3,0.147
8445,213086,2.28e-05,0.507,0.99,0.0,0,0.347,-3.517,0,0.121,135.053,4,0.28
7236,141000,0.0831,0.616,0.628,0.000236,11,0.3279999999999999,-9.388,0,0.317,79.949,4,0.377
16714,223573,0.000158,0.387,0.669,0.423,0,0.166,-11.187,1,0.0395,90.995,4,0.414
2981,269653,2.7600000000000003e-05,0.594,0.882,0.544,7,0.129,-5.527,1,0.0339,102.404,4,0.713
1816,214359,0.299,0.585,0.56,0.0,9,0.154,-7.992000000000001,0,0.175,167.903,4,0.586
15479,376586,0.899,0.352,0.118,0.835,4,0.311,-16.452,0,0.0353,75.087,4,0.131
5774,180067,0.0662,0.574,0.53,5.3200000000000006e-05,0,0.145,-7.26,1,0.0453,153.937,4,0.3929999999999999
175,236373,0.0204,0.591,0.6990000000000001,0.0,8,0.0614,-5.221,1,0.0449,116.029,4,0.733
12988,234680,0.0783,0.531,0.805,0.0926,2,0.1159999999999999,-7.127000000000001,1,0.0433,129.107,4,0.349
14763,179480,0.132,0.777,0.476,0.0,1,0.322,-7.652,1,0.0561,108.071,4,0.335
7124,245933,0.00571,0.715,0.937,0.0415,10,0.0958,-6.613,0,0.0388,125.025,4,0.897
3447,180072,0.479,0.6779999999999999,0.336,0.0,0,0.207,-13.152,0,0.0345,104.005,4,0.348
3754,443000,0.124,0.583,0.503,0.0,11,0.192,-12.507,1,0.0701,98.864,4,0.4539999999999999
18820,250850,0.959,0.417,0.102,0.000275,6,0.8909999999999999,-16.787,1,0.0368,130.994,4,0.0863
18160,165106,0.113,0.598,0.8909999999999999,0.0,9,0.168,-3.458,0,0.262,202.039,4,0.942
16130,207719,0.0090599999999999,0.775,0.68,0.0,0,0.109,-5.507999999999999,0,0.0629,114.025,4,0.6559999999999999
15964,235213,0.0588,0.7190000000000001,0.967,0.000249,0,0.206,-2.435,1,0.0552,79.505,4,0.964
8891,211546,0.0886,0.609,0.68,0.0,9,0.108,-6.316,1,0.0348,140.013,4,0.561
15989,296173,0.1939999999999999,0.687,0.5920000000000001,0.0004849999999999,9,0.0502,-9.112,1,0.0295,92.782,4,0.7120000000000001
16104,255093,0.0309,0.545,0.78,4.64e-05,7,0.0828,-4.867,0,0.0436,125.014,4,0.4579999999999999
17823,198933,0.048,0.632,0.8320000000000001,0.0,7,0.0705,-1.948,0,0.154,182.18400000000003,4,0.784
18173,165523,0.307,0.784,0.7120000000000001,1.57e-06,6,0.0698,-6.488,0,0.0688,107.973,4,0.713
1388,184000,0.139,0.605,0.596,0.000554,9,0.1009999999999999,-6.65,1,0.0289999999999999,126.066,4,0.119
8527,224000,0.677,0.606,0.8,0.0,9,0.595,-9.624,0,0.3229999999999999,113.864,4,0.85
1628,208688,0.00405,0.585,0.975,0.0,4,0.5710000000000001,-3.891,1,0.0575,112.506,4,0.298
6379,226240,0.0135,0.898,0.271,0.00138,7,0.0461,-12.238,1,0.091,111.485,4,0.742
3414,212500,0.153,0.841,0.7979999999999999,3.33e-06,1,0.0618,-4.206,0,0.2289999999999999,95.948,4,0.591
14029,220600,0.000494,0.478,0.943,1.2e-05,8,0.128,-3.498,1,0.0826,95.032,4,0.439
3861,370106,0.00352,0.669,0.878,0.0158,0,0.192,-7.689,1,0.046,156.369,4,0.933
3920,150733,0.602,0.6459999999999999,0.519,0.0,0,0.238,-9.592,1,0.0724,135.915,4,0.7709999999999999
18149,245182,0.0062,0.754,0.524,0.0001409999999999,2,0.268,-13.453,1,0.0481,105.062,4,0.4
4460,175999,0.373,0.4479999999999999,0.725,0.606,1,0.0973,-10.084,0,0.0601,152.07399999999998,3,0.501
6040,645000,0.0632,0.494,0.657,0.449,7,0.0849,-7.542999999999999,1,0.0397,118.194,4,0.737
9302,238253,0.0423,0.624,0.763,0.0037799999999999,7,0.17,-6.271,1,0.0505,90.016,4,0.261
12755,138794,0.2239999999999999,0.602,0.6659999999999999,0.0,2,0.469,-5.058,1,0.309,91.501,4,0.708
1018,316426,0.0409999999999999,0.436,0.682,0.000155,7,0.0712,-10.598,1,0.0384,132.66299999999998,4,0.416
6460,306440,0.104,0.649,0.897,0.1969999999999999,11,0.121,-4.809,1,0.0318,105.002,4,0.346
9309,337760,0.427,0.62,0.7929999999999999,0.0,11,0.221,-3.5210000000000004,1,0.425,82.539,4,0.8009999999999999
849,305573,0.0442,0.672,0.785,0.00253,9,0.136,-4.214,0,0.109,90.574,4,0.2189999999999999
1254,343099,0.0367,0.85,0.785,0.0,8,0.155,-4.963,0,0.345,145.063,4,0.718
18231,256874,0.009,0.7040000000000001,0.989,0.0443,8,0.0814,-5.079,1,0.073,127.992,4,0.123
8692,169013,0.085,0.7090000000000001,0.682,5.84e-06,0,0.0979,-6.212999999999999,1,0.268,136.94299999999998,4,0.16
8137,220866,0.0485,0.746,0.79,0.0261,11,0.0534,-4.7,0,0.0257,107.231,4,0.8909999999999999
7184,241910,0.00697,0.437,0.7190000000000001,3.86e-05,6,0.0765,-4.569,0,0.0376,169.976,4,0.284
11476,188156,0.142,0.6729999999999999,0.437,0.0,0,0.171,-10.380999999999998,0,0.156,82.96700000000001,4,0.163
1047,215573,0.00971,0.498,0.685,0.775,3,0.365,-11.795,1,0.0394,112.49,4,0.765
3274,314285,0.767,0.2769999999999999,0.36,0.7090000000000001,3,0.1,-18.376,1,0.032,167.981,4,0.231
13890,210000,0.264,0.921,0.586,0.0,8,0.119,-7.77,1,0.406,96.042,4,0.657
14874,181524,0.000749,0.3979999999999999,0.893,0.0,4,0.128,-3.217,1,0.0783,146.005,4,0.563
14042,168373,0.000216,0.479,0.975,0.051,0,0.3389999999999999,-3.741,1,0.1009999999999999,181.812,4,0.723
17112,239860,0.0206,0.804,0.7040000000000001,0.0,1,0.1159999999999999,-5.162000000000001,1,0.128,139.981,4,0.417
6616,139293,4.17e-06,0.321,0.929,0.925,2,0.181,-4.367,1,0.0584,96.25,3,0.309
12874,198542,0.0008869999999999,0.624,0.916,0.0,7,0.0934,-4.931,0,0.0486,109.968,4,0.632
16286,243733,0.2239999999999999,0.473,0.46,0.4029999999999999,4,0.0802,-10.936,1,0.0263,141.011,4,0.428
15745,239316,0.5539999999999999,0.4529999999999999,0.496,2.65e-05,5,0.0772,-5.785,1,0.0453,80.994,4,0.501
4686,222160,0.1989999999999999,0.63,0.928,0.124,9,0.148,-2.787,0,0.0331,123.963,4,0.465
2457,238320,0.203,0.41,0.726,0.0,5,0.107,-3.845,1,0.15,77.226,5,0.552
7556,312986,0.131,0.7390000000000001,0.938,0.0,0,0.124,-4.446000000000001,0,0.0868,130.018,4,0.655
943,178000,0.0175,0.531,0.909,0.0,11,0.231,-4.236000000000001,1,0.034,97.546,4,0.8140000000000001
14995,203026,0.0752,0.682,0.764,0.0,2,0.153,-5.946000000000001,0,0.0383,95.981,4,0.535
100,133120,0.108,0.703,0.617,5.610000000000001e-05,7,0.271,-8.732000000000001,1,0.0731,123.159,4,0.435
2906,126084,0.0005269999999999,0.599,0.722,0.7240000000000001,5,0.0947,-7.7,1,0.0274,141.77700000000002,4,0.977
12939,216733,0.00132,0.736,0.8109999999999999,0.0001419999999999,9,0.107,-4.17,0,0.081,103.502,4,0.609
3096,121680,0.68,0.767,0.5379999999999999,0.0,0,0.192,-6.044,0,0.052,81.031,4,0.3429999999999999
10184,169380,0.0329,0.741,0.863,1.16e-06,1,0.0669,-4.049,1,0.0527,99.981,4,0.8640000000000001
11563,286706,0.326,0.515,0.505,0.0,0,0.102,-5.606,1,0.0294,150.063,4,0.5379999999999999
18465,206393,0.0641,0.596,0.897,5.24e-05,10,0.0628,-2.94,1,0.0462,118.0,4,0.578
10196,201520,0.0488,0.72,0.852,0.0,0,0.0846,-2.812,1,0.0536,92.019,4,0.628
1061,316466,0.122,0.541,0.677,0.0191,4,0.0938,-10.764,1,0.0373,101.1,4,0.555
16186,196760,0.149,0.903,0.625,1.7800000000000002e-05,10,0.215,-7.025,0,0.2189999999999999,129.993,4,0.3989999999999999
14628,239026,0.657,0.701,0.75,3.13e-06,5,0.0845,-3.1910000000000003,0,0.2739999999999999,82.531,4,0.515
7417,229000,0.255,0.603,0.562,0.0,8,0.1,-7.221,1,0.348,180.362,3,0.4
8923,179410,0.17,0.664,0.617,0.0,5,0.2189999999999999,-4.668,1,0.0395,98.986,4,0.275
17223,243026,0.0484,0.925,0.748,0.0,11,0.1009999999999999,-5.572,0,0.278,92.978,4,0.615
13375,215695,0.996,0.445,0.00362,0.947,2,0.0947,-22.013,1,0.0623,133.66,4,0.296
8546,255066,0.1939999999999999,0.693,0.565,0.000175,9,0.0806,-12.583,1,0.0345,97.937,4,0.6920000000000001
6672,227779,0.165,0.77,0.599,1.88e-05,5,0.0796,-5.435,1,0.0478,100.094,4,0.386
10828,355122,0.000924,0.675,0.73,0.892,5,0.0348,-10.928,0,0.0367,120.004,3,0.7829999999999999
14610,203733,0.288,0.804,0.528,0.0008869999999999,5,0.248,-10.678,0,0.0436,113.587,4,0.964
6756,197749,0.00697,0.735,0.7979999999999999,0.00968,9,0.1939999999999999,-3.829,0,0.0578,115.98,4,0.501
12050,223831,0.0716,0.677,0.622,4.32e-06,8,0.179,-8.308,0,0.1,114.914,4,0.195
6611,192436,4.98e-05,0.303,0.987,0.144,6,0.253,-3.136,1,0.1689999999999999,147.463,4,0.272
17183,175200,0.0388,0.79,0.654,0.0,10,0.125,-5.568,0,0.226,136.938,4,0.515
4992,165240,0.952,0.764,0.22,2.16e-06,0,0.161,-13.095999999999998,1,0.0544,126.164,4,0.688
10631,270094,0.613,0.3879999999999999,0.322,0.000534,2,0.0887,-8.933,1,0.0356,86.73899999999999,4,0.4539999999999999
13263,279280,0.0932,0.6409999999999999,0.525,0.000425,0,0.1119999999999999,-12.151,0,0.0437,104.002,4,0.5479999999999999
5878,208226,0.968,0.441,0.379,0.262,2,0.639,-9.545,1,0.0449,174.118,3,0.105
4249,228226,0.126,0.778,0.7559999999999999,2.2e-06,1,0.092,-4.754,1,0.0385,119.948,4,0.418
6778,219322,0.589,0.777,0.805,0.00253,0,0.104,-5.888999999999999,1,0.0309,118.062,4,0.889
5749,171360,0.00427,0.597,0.8370000000000001,0.00114,10,0.8390000000000001,-6.518,1,0.375,126.342,4,0.447
7555,212360,0.292,0.937,0.738,0.0,5,0.106,-5.301,0,0.0478,118.994,4,0.911
9676,245386,0.0035399999999999,0.436,0.899,0.865,10,0.109,-8.325,1,0.0318,144.93,4,0.611
1620,198144,0.00103,0.466,0.954,2.94e-06,7,0.111,-5.077,1,0.3329999999999999,198.049,4,0.325
1598,276720,0.0103,0.481,0.7659999999999999,0.0067,1,0.302,-5.207999999999999,1,0.0334,131.143,4,0.436
16552,209040,0.206,0.763,0.565,5.39e-06,10,0.0798,-8.096,1,0.0613,86.042,4,0.914
11800,163404,0.125,0.8140000000000001,0.495,0.0,9,0.11,-7.405,0,0.0772,140.885,4,0.347
48,173680,0.00225,0.535,0.948,0.0,6,0.376,-4.19,0,0.0356,103.183,4,0.778
12085,229692,0.0911,0.301,0.908,4.68e-05,10,0.113,-2.945,1,0.0452,124.732,4,0.471
4528,237406,0.556,0.772,0.5589999999999999,0.0,1,0.1009999999999999,-8.735,1,0.124,100.056,4,0.794
12936,197986,0.0021,0.774,0.75,1.85e-05,11,0.0808,-4.927,0,0.0413,118.015,4,0.925
8693,238614,0.0164,0.912,0.412,0.013,7,0.104,-8.074,1,0.124,154.983,4,0.422
15350,268493,0.421,0.813,0.6990000000000001,2.03e-06,8,0.252,-7.699,1,0.0465,93.314,4,0.937
15184,199903,0.0585,0.62,0.8809999999999999,0.7140000000000001,1,0.311,-5.851,0,0.0372,126.035,4,0.415
8293,194230,0.00463,0.787,0.7040000000000001,0.451,6,0.0543,-6.46,1,0.0499,121.009,4,0.504
4644,205946,0.0375,0.703,0.696,5.65e-06,0,0.2739999999999999,-5.482,1,0.0529,121.969,4,0.366
9300,304041,0.307,0.92,0.674,0.0,1,0.104,-5.662000000000001,0,0.264,141.967,4,0.741
5954,240807,0.98,0.517,0.0316,0.91,1,0.1119999999999999,-21.51,0,0.0349,110.02,4,0.155
15217,209531,0.475,0.539,0.936,0.104,10,0.106,-3.803,1,0.1119999999999999,128.015,4,0.225
5120,151426,0.8540000000000001,0.632,0.5589999999999999,0.000103,5,0.127,-10.49,1,0.0674,182.942,4,0.884
15110,189360,0.0551,0.589,0.7140000000000001,0.00013,7,0.131,-6.308,1,0.258,118.611,5,0.42
1824,196520,0.108,0.861,0.693,0.000258,0,0.0814,-5.507000000000001,0,0.0652,128.99200000000002,4,0.802
9429,228466,0.475,0.599,0.5329999999999999,0.00153,9,0.235,-14.032,0,0.0472,122.262,4,0.607
8084,300106,0.128,0.574,0.629,0.0,2,0.271,-8.815,0,0.0363,153.119,4,0.7859999999999999
1600,191360,0.296,0.623,0.417,0.0,0,0.135,-8.699,1,0.0354,130.032,4,0.721
16636,117196,0.969,0.479,0.3379999999999999,0.907,8,0.408,-16.802,1,0.0581,119.946,4,0.0387
18297,231240,0.00882,0.613,0.622,0.0,1,0.37,-5.794,0,0.0334,80.003,4,0.484
18662,167317,0.00798,0.816,0.7559999999999999,0.0096,11,0.0603,-7.149,0,0.0758,108.029,4,0.542
6930,246000,0.00382,0.482,0.574,0.08,11,0.123,-7.962999999999999,1,0.0279999999999999,119.994,4,0.184
716,287306,0.648,0.45,0.6579999999999999,3.14e-06,2,0.264,-7.064,1,0.0472,106.799,4,0.7809999999999999
1485,249173,0.3,0.545,0.485,0.00137,8,0.119,-9.941,1,0.151,80.40100000000001,4,0.341
6708,195000,0.0599,0.6709999999999999,0.782,1.9e-06,7,0.3929999999999999,-3.912,1,0.0402,121.987,4,0.5820000000000001
4765,208260,0.256,0.389,0.479,0.0,5,0.124,-8.029,1,0.0438,152.309,4,0.301
15109,196320,0.299,0.815,0.784,0.0,9,0.0958,-4.423,1,0.0738,162.958,4,0.8320000000000001
18621,258186,7.190000000000001e-05,0.5579999999999999,0.642,0.00746,5,0.201,-5.206,0,0.0321,99.977,4,0.482
14425,196426,0.0631,0.777,0.696,0.0,7,0.503,-8.168,1,0.118,92.96,4,0.527
17147,219340,0.19,0.6809999999999999,0.495,0.0188,7,0.102,-8.06,1,0.0657,76.009,4,0.263
5975,206533,0.1889999999999999,0.7390000000000001,0.4479999999999999,0.0,10,0.118,-10.28,0,0.138,81.044,4,0.5529999999999999
1631,230933,0.00115,0.568,0.907,0.0,5,0.0982,-4.641,0,0.0488,112.037,4,0.337
9202,286440,0.125,0.59,0.672,1.04e-06,1,0.147,-11.792,1,0.412,206.247,4,0.688
12029,184950,0.00399,0.598,0.727,0.0,1,0.635,-5.78,0,0.0442,140.05700000000002,4,0.372
5264,314226,0.153,0.604,0.4589999999999999,0.0,0,0.275,-13.19,1,0.0321,105.908,4,0.505
7370,283653,0.00822,0.6679999999999999,0.628,0.0,6,0.145,-5.327000000000001,0,0.205,131.88,4,0.621
11463,145659,0.535,0.843,0.456,0.00105,3,0.0624,-10.541,0,0.23,132.04,4,0.34
17113,127946,0.0114,0.901,0.522,0.0,2,0.259,-8.304,1,0.33,104.053,4,0.3289999999999999
2476,222466,0.0705,0.586,0.525,0.0,0,0.0729,-8.968,1,0.498,126.51,4,0.491
13471,239000,0.359,0.7140000000000001,0.741,0.0,0,0.0906,-6.276,1,0.0565,104.97,4,0.652
5204,152600,0.725,0.341,0.252,0.0594,3,0.287,-14.869000000000002,1,0.0288,81.058,4,0.3989999999999999
4637,220973,0.16,0.7509999999999999,0.574,0.000131,0,0.11,-8.071,1,0.172,157.09799999999998,4,0.629
8487,277040,0.0178,0.672,0.738,6.75e-05,0,0.0927,-7.045,1,0.0506,107.938,4,0.392
1555,252733,0.365,0.479,0.545,0.0,7,0.0963,-7.346,1,0.0688,74.89699999999999,4,0.244
15620,357360,0.0874,0.747,0.653,0.0288,3,0.132,-7.67,0,0.0673,132.048,4,0.481
10523,260946,0.00406,0.614,0.843,0.00105,9,0.1119999999999999,-4.886,0,0.0534,152.898,3,0.423
5882,245172,0.611,0.63,0.5,4.04e-05,1,0.114,-8.755,0,0.0611,144.871,4,0.315
11851,210766,0.245,0.792,0.6,0.0,5,0.155,-5.846,0,0.102,122.1,4,0.3929999999999999
11224,230706,0.45,0.594,0.475,1.07e-06,9,0.103,-6.18,1,0.0297,75.928,4,0.249
2283,234493,0.1689999999999999,0.526,0.515,0.000816,9,0.181,-11.169,1,0.0389,136.543,4,0.518
2177,281226,0.0705,0.537,0.685,0.0,1,0.0839,-8.935,0,0.0333,120.965,4,0.542
15775,196319,0.284,0.88,0.675,0.0,4,0.103,-5.035,1,0.0359,114.022,4,0.561
15667,243146,0.1169999999999999,0.638,0.738,0.000384,6,0.6890000000000001,-4.976,0,0.0292,97.021,4,0.657
11687,212893,0.027,0.627,0.883,0.172,0,0.0917,-6.915,1,0.081,124.0,4,0.479
11201,287386,0.465,0.602,0.7979999999999999,8.78e-05,3,0.119,-5.227,0,0.0465,109.924,4,0.928
9518,174373,0.8079999999999999,0.529,0.0964,0.0628,0,0.7090000000000001,-22.052,1,0.0459,151.286,4,0.142
4855,201951,0.952,0.594,0.153,0.94,7,0.11,-17.814,1,0.0419,163.97299999999998,4,0.295
10999,230400,0.0237,0.684,0.604,0.0473,8,0.121,-6.41,1,0.0387,150.023,4,0.855
405,262600,0.3779999999999999,0.6779999999999999,0.622,0.000953,11,0.363,-8.875,1,0.0301,102.229,1,0.471
8816,240706,0.938,0.621,0.306,6.709999999999999e-05,9,0.129,-9.78,0,0.0268,111.926,4,0.0853
13082,332149,0.64,0.563,0.4039999999999999,0.00093,9,0.207,-16.066,1,0.0548,155.864,4,0.6890000000000001
18347,207493,0.461,0.6759999999999999,0.762,0.0,1,0.0574,-4.172,1,0.0351,119.003,4,0.81
12141,228266,0.222,0.512,0.7879999999999999,0.0,7,0.124,-3.458,0,0.0323,147.759,4,0.591
10887,248466,0.64,0.545,0.33,7.000000000000001e-06,1,0.22,-11.719,0,0.1639999999999999,103.553,4,0.3989999999999999
5599,215733,0.382,0.568,0.401,0.0,7,0.262,-6.341,1,0.0297,95.796,4,0.296
12019,191254,0.0352,0.745,0.7190000000000001,0.0,11,0.0639,-4.291,1,0.19,99.962,4,0.611
18622,147000,0.002,0.643,0.726,4.52e-06,10,0.0766,-6.218999999999999,0,0.0476,143.97,3,0.725
8306,205120,0.282,0.735,0.797,6.85e-06,4,0.125,-5.27,0,0.0279999999999999,102.964,4,0.852
1703,269997,0.1939999999999999,0.445,0.73,0.0,1,0.203,-5.68,0,0.311,100.462,4,0.6509999999999999
13199,265773,0.7759999999999999,0.487,0.389,0.000674,7,0.0929,-9.462,0,0.0437,131.594,4,0.49
5817,203360,0.8640000000000001,0.357,0.327,0.0,10,0.0761,-11.403,0,0.0402,179.679,4,0.0832
7293,164396,0.00425,0.69,0.799,0.0,5,0.0865,-5.335,1,0.1989999999999999,76.03,4,0.367
5107,130933,0.516,0.525,0.622,0.0,4,0.505,-10.18,1,0.0367,135.816,4,0.965
1613,202907,5.3200000000000006e-05,0.5579999999999999,0.953,0.000375,7,0.062,-4.705,1,0.0288,95.0,4,0.75
14814,223066,0.00129,0.462,0.957,0.00203,10,0.314,-3.304,1,0.131,165.112,4,0.498
5888,193546,0.178,0.389,0.665,0.000732,0,0.1159999999999999,-6.169,1,0.0644,117.055,4,0.1989999999999999
6183,154013,0.0158,0.61,0.996,0.883,0,0.682,-3.261,1,0.0704,128.032,4,0.413
15152,202412,0.0013599999999999,0.6559999999999999,0.799,0.000325,11,0.131,-4.342,0,0.0405,115.936,4,0.247
12569,152136,0.0169,0.765,0.813,0.0232,2,0.0578,-3.735,1,0.0604,159.936,4,0.773
3253,244354,0.601,0.536,0.322,2.26e-05,7,0.113,-12.834,1,0.0621,135.5,4,0.236
7201,161459,0.0392,0.659,0.625,0.0,9,0.654,-6.049,0,0.072,109.991,4,0.311
2222,232600,0.105,0.245,0.833,0.0,1,0.359,-5.555,0,0.1159999999999999,205.375,4,0.805
6563,156946,0.3879999999999999,0.617,0.57,0.0,9,0.143,-3.074,0,0.0374,163.2,4,0.632
7795,264200,0.344,0.5539999999999999,0.58,0.00842,11,0.0989,-8.05,0,0.0322,167.83,4,0.402
4270,163636,0.151,0.7340000000000001,0.765,0.0,7,0.231,-5.562,1,0.0621,109.989,4,0.518
12467,194407,0.3229999999999999,0.69,0.784,0.0,1,0.203,-4.6530000000000005,1,0.032,106.066,4,0.669
9010,164640,0.66,0.769,0.479,0.0,1,0.0914,-5.339,1,0.0385,96.051,4,0.8029999999999999
12094,150466,0.0328,0.643,0.695,0.0,9,0.0791,-7.007999999999999,1,0.0387,119.978,4,0.579
